Date,Company,Open,High,Low,Close,Volume,PE_Ratio,Valuation
2023-05-12,ACN,260.76455825561305,264.74575304220156,260.16307565747826,264.6407470703125,2664400,15.839353,Undervalued
2023-05-15,ACN,263.8005746658802,265.9200694469413,262.1870839519397,264.9462585449219,2762700,15.839353,Undervalued
2023-05-16,ACN,264.5452085537957,267.9917869709384,263.84824759823226,266.5501403808594,2079000,15.839353,Undervalued
2023-05-17,ACN,268.4596640771469,273.40514251374987,267.5431343950473,271.7439270019531,2486600,15.839353,Undervalued
2023-05-18,ACN,271.65797511080405,274.88495639552735,271.3906527690136,274.4648742675781,1869700,15.839353,Undervalued
2023-05-19,ACN,275.5341612926217,278.15966000201166,274.34075278835354,276.78485107421875,2213300,15.839353,Undervalued
2023-05-22,ACN,276.2693167047469,278.5606554235688,275.791953257661,277.7778015136719,2044100,15.839353,Undervalued
2023-05-23,ACN,276.06880127642233,277.863692298067,274.1211504725154,275.0567932128906,2219800,15.839353,Undervalued
2023-05-24,ACN,273.08047455211675,275.2381661995775,272.0016287283864,273.834716796875,2815100,15.839353,Undervalued
2023-05-25,ACN,275.44825466009735,279.8781721230444,272.2689979121915,278.5511169433594,3689600,15.839353,Undervalued
2023-05-26,ACN,280.6897181597177,294.6287372016427,280.34603044926973,289.8551025390625,4578800,15.839353,Undervalued
2023-05-30,ACN,292.34693563746345,304.47197974082883,291.1917241685016,294.4664306640625,6238600,15.839353,Undervalued
2023-05-31,ACN,290.8861871816385,296.2995015669301,289.2822529696828,292.070068359375,5270100,15.839353,Undervalued
2023-06-01,ACN,291.8886334302803,292.2323210911138,286.5039603229588,291.38262939453125,2393700,15.839353,Undervalued
2023-06-02,ACN,293.5784877202501,298.06571528450036,292.73832348388413,297.2923889160156,2272500,15.839353,Undervalued
2023-06-05,ACN,291.5163177949805,293.4830529431769,288.2225273625717,290.6666259765625,3008000,15.839353,Undervalued
2023-06-06,ACN,289.1676913384484,295.3065783808538,288.0984018603504,294.0940856933594,2419400,15.839353,Undervalued
2023-06-07,ACN,295.46888494339555,297.8747861890567,293.2539115919253,296.9486999511719,2490000,15.839353,Undervalued
2023-06-08,ACN,296.7959400382051,296.7959400382051,292.8242727275897,293.41619873046875,1870300,15.839353,Undervalued
2023-06-09,ACN,295.13469709523713,297.0823479038523,292.7574367129234,294.7432556152344,2202600,15.839353,Undervalued
2023-06-12,ACN,293.89355014355317,297.7315706848305,293.6167003380204,297.3783264160156,2642300,15.839353,Undervalued
2023-06-13,ACN,301.0444528951471,303.09710962881746,299.20183721686317,300.8916931152344,3981900,15.839353,Undervalued
2023-06-14,ACN,301.71276833789227,303.94682566828146,299.1159101431238,300.78668212890625,2421100,15.839353,Undervalued
2023-06-15,ACN,304.72968504063175,310.3625671857342,301.0635377210809,309.11187744140625,3288900,15.839353,Undervalued
2023-06-16,ACN,311.1645872474564,313.08356840027574,304.64378655681224,305.07342529296875,5266300,15.839353,Undervalued
2023-06-20,ACN,302.8966268393055,306.12360800992514,300.7484915893195,303.0302734375,3349400,15.839353,Undervalued
2023-06-21,ACN,302.161507823924,303.28810771136006,298.9154421850295,299.0204772949219,3121400,15.839353,Undervalued
2023-06-22,ACN,284.70910430633506,293.64536335450833,282.5991659886086,293.33984375,4889000,15.839353,Undervalued
2023-06-23,ACN,286.4371406214932,288.9862741448145,284.2221964606492,284.91912841796875,4233800,15.839353,Undervalued
2023-06-26,ACN,283.1624294998972,287.23910261085314,283.0860641726449,283.9453125,2826900,15.839353,Undervalued
2023-06-27,ACN,283.6684313947855,287.401416800702,282.70414797186993,287.1913757324219,2054200,15.839353,Undervalued
2023-06-28,ACN,286.8763287169241,288.4707062088346,284.2985546184026,288.0601806640625,2061700,15.839353,Undervalued
2023-06-29,ACN,287.7546905375918,296.50954929525165,286.5135571844277,294.3709411621094,2739400,15.839353,Undervalued
2023-06-30,ACN,295.47845473872616,298.53359284307203,294.37096790429973,294.6096496582031,2668500,15.839353,Undervalued
2023-07-03,ACN,294.0558784635518,297.17782486608894,293.49259310177024,296.89141845703125,1172800,15.839353,Undervalued
2023-07-05,ACN,292.28008941557255,297.8556906769283,291.220327470184,295.8698425292969,1924800,15.839353,Undervalued
2023-07-06,ACN,293.02473975353905,294.4854704798273,290.8574914371089,294.0271911621094,1375800,15.839353,Undervalued
2023-07-07,ACN,292.8433529790784,297.16826408658517,291.4589875066482,291.9172668457031,1902800,15.839353,Undervalued
2023-07-10,ACN,291.39216939002034,295.115598222368,290.3515206353354,294.4855041503906,1684500,15.839353,Undervalued
2023-07-11,ACN,294.48547505658854,296.72905959025263,291.98406651977666,295.6979675292969,1347800,15.839353,Undervalued
2023-07-12,ACN,299.28160917599547,301.5237743731553,297.7580877949135,300.7572326660156,1788200,15.839353,Undervalued
2023-07-13,ACN,301.8304346264392,303.2581311344727,301.1405353204824,302.0316467285156,1822700,15.839353,Undervalued
2023-07-14,ACN,302.85574295826785,304.59965936157386,301.8400618094629,302.5682678222656,1295500,15.839353,Undervalued
2023-07-17,ACN,302.4819610021908,307.3208468267988,301.83998891272057,306.4105529785156,2033400,15.839353,Undervalued
2023-07-18,ACN,306.1614264824857,309.2468051783507,306.0464481477578,308.94976806640625,1574200,15.839353,Undervalued
2023-07-19,ACN,309.4959133438594,310.63616378498773,305.37570080716495,305.47149658203125,2170900,15.839353,Undervalued
2023-07-20,ACN,303.02818363813634,303.02818363813634,297.7293836836337,299.4062194824219,2097000,15.839353,Undervalued
2023-07-21,ACN,300.0961190452286,303.258140571608,299.4828622023186,301.6387939453125,3265700,15.839353,Undervalued
2023-07-24,ACN,301.45668538801283,303.6126167751399,299.6073823717274,300.19189453125,1341500,15.839353,Undervalued
2023-07-25,ACN,300.3643580841779,306.04642793637686,299.9331601157324,304.3121032714844,2163900,15.839353,Undervalued
2023-07-26,ACN,303.16230438254195,305.24156412228024,301.2363295914115,303.27728271484375,1512500,15.839353,Undervalued
2023-07-27,ACN,306.62141261483816,310.0325734908425,304.657130886953,305.4907531738281,2981200,15.839353,Undervalued
2023-07-28,ACN,306.36265504764543,308.6814626792415,300.8434612770841,302.3573913574219,1920900,15.839353,Undervalued
2023-07-31,ACN,301.8304280940372,305.06912117574905,301.8304280940372,303.1239929199219,1351400,15.839353,Undervalued
2023-08-01,ACN,302.2520424722754,307.9437044565186,301.11179182023943,307.55084228515625,1913800,15.839353,Undervalued
2023-08-02,ACN,304.26421448143196,307.5029072538007,303.44974565095066,304.4941711425781,1799700,15.839353,Undervalued
2023-08-03,ACN,302.86524947916183,305.0499256005209,301.0159463341498,303.8713684082031,1355900,15.839353,Undervalued
2023-08-04,ACN,302.3861548359631,304.590013517031,298.23719721574054,298.9558410644531,2140600,15.839353,Undervalued
2023-08-07,ACN,300.95848213429554,302.9132017445317,299.00376252405937,302.6640625,1530600,15.839353,Undervalued
2023-08-08,ACN,299.8469645633152,302.11787453855317,296.675351921875,301.9741516113281,1550300,15.839353,Undervalued
2023-08-09,ACN,301.42796648557885,302.0124786948981,297.24067295785426,298.5054931640625,1504500,15.839353,Undervalued
2023-08-10,ACN,298.4767681608885,301.6579721942859,295.95671885857956,297.4323425292969,1862400,15.839353,Undervalued
2023-08-11,ACN,295.0943769827212,297.5186014545347,293.33130729792026,296.12921142578125,1351200,15.839353,Undervalued
2023-08-14,ACN,295.16137042441346,299.4061525075273,294.8930779262902,298.67791748046875,1334200,15.839353,Undervalued
2023-08-15,ACN,297.8539610417035,298.4767799348012,293.6858203852859,294.5481872558594,1256100,15.839353,Undervalued
2023-08-16,ACN,292.7755209374079,297.4227574624786,292.4976663427172,294.7781677246094,1212500,15.839353,Undervalued
2023-08-17,ACN,295.4488556823949,296.2824778685372,292.0281039432583,292.86175537109375,1653700,15.839353,Undervalued
2023-08-18,ACN,290.1788331642319,292.09521697530863,288.7128007184261,290.274658203125,1997100,15.839353,Undervalued
2023-08-21,ACN,291.50113644822994,294.44279255342775,290.37047704184437,293.6954040527344,1072400,15.839353,Undervalued
2023-08-22,ACN,296.65615848958066,297.93054059420865,294.99847630860137,295.98541259765625,1139700,15.839353,Undervalued
2023-08-23,ACN,297.03947842754434,303.44978434971955,296.3208345281229,302.1562194824219,1486100,15.839353,Undervalued
2023-08-24,ACN,303.17187170054075,304.5612614706876,300.52728228642474,301.0063781738281,2077500,15.839353,Undervalued
2023-08-25,ACN,303.4306101859757,306.37223678842105,301.0255394105259,305.4332275390625,1451500,15.839353,Undervalued
2023-08-28,ACN,305.433210245281,308.76769880594674,305.41402769568265,307.4933166503906,1236400,15.839353,Undervalued
2023-08-29,ACN,306.9951201526444,310.8087052406497,306.19980449180855,309.92718505859375,1525000,15.839353,Undervalued
2023-08-30,ACN,310.2720586569246,310.37747495185243,308.0682293965848,309.7354736328125,1470400,15.839353,Undervalued
2023-08-31,ACN,311.28775091017854,312.5909069032527,310.1762449648685,310.2337341308594,1986300,15.839353,Undervalued
2023-09-01,ACN,312.4184342309473,314.9768192813956,311.5081695381743,314.03778076171875,1732700,15.839353,Undervalued
2023-09-05,ACN,314.0378563696175,315.1302093539733,310.9141701385476,312.52392578125,1736600,15.839353,Undervalued
2023-09-06,ACN,310.6936775768649,314.0377574554318,310.1762458397956,312.657958984375,1247900,15.839353,Undervalued
2023-09-07,ACN,310.35833416284527,315.2834543046243,309.71636199911586,314.47857666015625,1533000,15.839353,Undervalued
2023-09-08,ACN,315.7529270747835,316.6248850786806,310.96196831162916,311.8626708984375,1416800,15.839353,Undervalued
2023-09-11,ACN,313.79823778906234,314.5073196383245,310.9236622556439,312.2459716796875,1551300,15.839353,Undervalued
2023-09-12,ACN,308.0107726289847,309.00727106903764,300.01942710728986,301.72503662109375,3205000,15.839353,Undervalued
2023-09-13,ACN,301.09260860717535,303.4689054678316,299.83737973534363,300.7859802246094,2496200,15.839353,Undervalued
2023-09-14,ACN,302.43411734241096,303.73724430447254,300.2015138159457,303.3539733886719,1904000,15.839353,Undervalued
2023-09-15,ACN,303.0090363412318,303.4497964294148,298.4384422442807,299.4637145996094,3339300,15.839353,Undervalued
2023-09-18,ACN,298.9558258353303,303.5072366453233,297.99763408585807,302.6736145019531,1350700,15.839353,Undervalued
2023-09-19,ACN,298.0934721358524,304.4941862840325,297.9976471083793,304.06298828125,1898800,15.839353,Undervalued
2023-09-20,ACN,305.42366164327535,309.80260555135214,303.2198320167236,303.55517578125,1693100,15.839353,Undervalued
2023-09-21,ACN,301.18841508810874,303.28685746568505,298.6396506373645,298.9558410644531,1911600,15.839353,Undervalued
2023-09-22,ACN,300.91056588727304,305.3374073956233,299.8469577665289,302.8748474121094,1994400,15.839353,Undervalued
2023-09-25,ACN,302.36700586158395,305.3565596364143,301.71544244741705,303.7372131347656,2054600,15.839353,Undervalued
2023-09-26,ACN,299.64576245167143,301.34175153283826,295.82258625159767,297.62396240234375,2343600,15.839353,Undervalued
2023-09-27,ACN,299.15709976755187,301.8113101770462,297.6623226686565,301.23638916015625,2435400,15.839353,Undervalued
2023-09-28,ACN,289.13435091066214,293.8678203369855,282.177869680541,288.1953125,4326800,15.839353,Undervalued
2023-09-29,ACN,291.6257044853775,296.36873674569404,290.2075699761663,294.2702941894531,3171700,15.839353,Undervalued
2023-10-02,ACN,294.71106819829413,295.5638437213919,292.35389524225695,295.3722229003906,2063300,15.839353,Undervalued
2023-10-03,ACN,294.2224104556639,298.52468284602344,292.7755312900735,293.4271240234375,2454800,15.839353,Undervalued
2023-10-04,ACN,297.74846085776534,297.9976000415068,294.0402638896167,296.4549255371094,2153800,15.839353,Undervalued
2023-10-05,ACN,295.89921518232296,297.43232795088664,292.60303296450394,296.71368408203125,2095400,15.839353,Undervalued
2023-10-06,ACN,295.39134524604435,301.9357818931923,293.8965684871296,299.13787841796875,2441500,15.839353,Undervalued
2023-10-09,ACN,296.8670115712399,300.00028845268963,295.46803038989475,298.9654541015625,1407600,15.839353,Undervalued
2023-10-10,ACN,300.2589801463781,302.24244426790005,298.5342465356513,299.2624816894531,1904600,15.839353,Undervalued
2023-10-11,ACN,300.5036543633603,302.8417104021155,298.22332592830475,300.71533203125,1298000,15.839353,Undervalued
2023-10-12,ACN,299.99373352912494,299.99373352912494,292.7004990935219,292.8448181152344,2295500,15.839353,Undervalued
2023-10-13,ACN,290.8627721763331,294.42279814749,288.7460245786794,290.4105529785156,1672500,15.839353,Undervalued
2023-10-16,ACN,292.51768413180963,296.18353408464804,290.5260229135802,293.7877502441406,1491600,15.839353,Undervalued
2023-10-17,ACN,291.32462767430934,298.10788640069615,290.97826199977686,296.5876770019531,1576200,15.839353,Undervalued
2023-10-18,ACN,295.1155621421163,297.66529621658714,291.8345724979947,292.27716064453125,1373800,15.839353,Undervalued
2023-10-19,ACN,293.3932776451984,295.3849683551636,290.1700156032552,291.47857666015625,1384700,15.839353,Undervalued
2023-10-20,ACN,290.939701367734,291.4592791250546,284.73372016848384,285.76324462890625,2385700,15.839353,Undervalued
2023-10-23,ACN,283.83894708872407,287.1968967615204,283.55030905721316,283.7812194824219,1314900,15.839353,Undervalued
2023-10-24,ACN,285.0609086619995,286.725466403402,282.9248989793746,284.8877258300781,1849200,15.839353,Undervalued
2023-10-25,ACN,282.42456689142267,284.3200349657131,280.10574345494746,281.6067199707031,2174900,15.839353,Undervalued
2023-10-26,ACN,282.6939593432728,284.70488254085194,279.38410631447067,280.9909362792969,2692500,15.839353,Undervalued
2023-10-27,ACN,280.88506753018993,281.95308688478025,277.54635088010076,279.06658935546875,1480300,15.839353,Undervalued
2023-10-30,ACN,280.70227613784976,282.70359769495167,278.70098394372144,281.6259765625,1843500,15.839353,Undervalued
2023-10-31,ACN,281.9916192093655,286.0327284533357,281.9916192093655,285.84991455078125,1953400,15.839353,Undervalued
2023-11-01,ACN,286.88904333598015,290.7473089511042,286.88904333598015,289.2655944824219,1973000,15.839353,Undervalued
2023-11-02,ACN,292.180964334837,297.19384101086496,289.900606232805,296.46258544921875,2152800,15.839353,Undervalued
2023-11-03,ACN,297.9251092537045,304.7468630117667,297.3189399452726,301.6294250488281,2145600,15.839353,Undervalued
2023-11-06,ACN,300.50368013385366,302.29329472796246,299.2721088776893,301.2445373535156,1426200,15.839353,Undervalued
2023-11-07,ACN,301.1578996849967,306.3247254064372,300.8788633773949,303.2650451660156,1860400,15.839353,Undervalued
2023-11-08,ACN,304.8814934257589,307.37349949648615,303.4478756807968,305.7955627441406,1815000,15.839353,Undervalued
2023-11-09,ACN,305.2760742078416,305.3819277528524,301.5909907813779,302.33184814453125,1574900,15.839353,Undervalued
2023-11-10,ACN,303.6018656346965,308.15289198900973,302.8513773347204,307.5948486328125,1433500,15.839353,Undervalued
2023-11-13,ACN,304.05404325274594,304.96808320327955,302.418349543201,303.68841552734375,1448600,15.839353,Undervalued
2023-11-14,ACN,307.71992823026943,310.00025688596764,306.7673639511102,308.36456298828125,1823700,15.839353,Undervalued
2023-11-15,ACN,307.52745742074995,313.3966752291584,306.68074673849134,313.18499755859375,2347100,15.839353,Undervalued
2023-11-16,ACN,314.7245100458731,317.1972837567763,313.7430819161888,314.9361877441406,2142100,15.839353,Undervalued
2023-11-17,ACN,315.2632975975723,316.4852377791264,313.87777628538174,315.4268493652344,1561500,15.839353,Undervalued
2023-11-20,ACN,314.1086575145973,319.4871611326983,313.8777471050242,318.38067626953125,1413900,15.839353,Undervalued
2023-11-21,ACN,318.76561572894434,319.86249917216463,316.32173498745095,317.7649841308594,1602800,15.839353,Undervalued
2023-11-22,ACN,321.5943267437033,322.83552899842715,320.21843652932824,320.5263366699219,1425700,15.839353,Undervalued
2023-11-24,ACN,320.5456051655148,322.2293957082634,319.52571152865954,321.4019470214844,708500,15.839353,Undervalued
2023-11-27,ACN,321.19026910556516,321.77717628584253,319.6219337887265,319.85284423828125,1586900,15.839353,Undervalued
2023-11-28,ACN,319.0542341851185,320.5840745186693,317.50513174030675,319.9779052734375,1377800,15.839353,Undervalued
2023-11-29,ACN,322.3255925517846,323.09531356492744,320.18958297289265,320.7283935546875,1307300,15.839353,Undervalued
2023-11-30,ACN,321.5558431728148,322.32556411805723,319.59301659058315,320.53594970703125,4298100,15.839353,Undervalued
2023-12-01,ACN,321.1709998593611,325.69319181587986,320.5552288865661,325.26983642578125,1688800,15.839353,Undervalued
2023-12-04,ACN,322.50833988254806,325.99137519721603,321.52694138885266,323.701416015625,2349500,15.839353,Undervalued
2023-12-05,ACN,321.9696249190101,324.56745559514997,320.6995587059761,323.12420654296875,1516500,15.839353,Undervalued
2023-12-06,ACN,324.9907596449164,326.61682233579734,322.3063379733914,322.7200622558594,1502100,15.839353,Undervalued
2023-12-07,ACN,323.82656802257435,323.82656802257435,321.5751032353707,322.42181396484375,1870200,15.839353,Undervalued
2023-12-08,ACN,322.42180382782743,324.9330427704941,321.90222601235473,324.4712219238281,1274500,15.839353,Undervalued
2023-12-11,ACN,322.52762498687036,329.43599850477364,322.51802329463635,329.3590087890625,1814100,15.839353,Undervalued
2023-12-12,ACN,328.993386363163,330.2634524261617,328.2910240330449,330.2345886230469,1935300,15.839353,Undervalued
2023-12-13,ACN,330.4077626108584,332.13967884037834,327.0113181745835,330.6387023925781,2461000,15.839353,Undervalued
2023-12-14,ACN,329.7727242505706,332.32248732245,327.8483924909469,329.76312255859375,2551300,15.839353,Undervalued
2023-12-15,ACN,325.6354653769228,333.833109176295,323.52831947502136,331.1294250488281,3880200,15.839353,Undervalued
